Active,Assisted,Square,Repetition,Area,Depth,Treatment,CH4,CO2,N2O,C,Soil_class
1,1,CC,2,area_14,10--20,k_Native_Reference_1,-78.29,201.74,,25.21,
1,1,CC,3,area_14,10--20,k_Native_Reference_1,-88.68,163.02,,19.8,
1,1,CC,4,area_14,10--20,k_Native_Reference_1,-49.5,125.14,,13.67,
1,1,CC,5,area_14,10--20,k_Native_Reference_1,-42.46,95.55,,13.82,
1,1,DD,1,area_14,10--20,k_Native_Reference_1,-44.98,140.99,,29.92,
1,1,DD,2,area_14,10--20,k_Native_Reference_1,-32.79,181.41,,20.26,
1,1,DD,3,area_14,10--20,k_Native_Reference_1,-36.38,101.51,,13.62,
1,1,DD,4,area_14,10--20,k_Native_Reference_1,-5.6,85.46,,14.13,
1,1,DD,5,area_14,10--20,k_Native_Reference_1,-28.45,97.38,,13.89,
1,1,BB,1,area_14,20-30,k_Native_Reference_1,-43.84,142.53,,10.93,
1,1,BB,2,area_14,20-30,k_Native_Reference_1,-18.57,240.67,,7.3,
1,1,BB,3,area_14,20-30,k_Native_Reference_1,-26.66,101.32,,7.36,
1,1,BB,4,area_14,20-30,k_Native_Reference_1,-24.65,161.91,,14.51,
1,1,BB,5,area_14,20-30,k_Native_Reference_1,-37.61,295.32,,6.12,
1,1,CC,1,area_14,20-30,k_Native_Reference_1,-12.55,195.27,,8.82,
1,1,CC,2,area_14,20-30,k_Native_Reference_1,-49.71,177.25,,12.24,
1,1,CC,3,area_14,20-30,k_Native_Reference_1,-53.69,223.72,,11.15,
1,1,CC,4,area_14,20-30,k_Native_Reference_1,-25.93,112,,9.76,
1,1,CC,5,area_14,20-30,k_Native_Reference_1,-36.37,172.51,,9.31,
1,1,DD,1,area_14,20-30,k_Native_Reference_1,-16.54,81.19,,9.11,
1,1,DD,2,area_14,20-30,k_Native_Reference_1,-21.22,277.26,,13.03,
1,1,DD,3,area_14,20-30,k_Native_Reference_1,-10.49,130.89,,8.79,
1,1,DD,4,area_14,20-30,k_Native_Reference_1,-9.59,122.15,,7.74,
1,1,DD,5,area_14,20-30,k_Native_Reference_1,-18.07,86.6,,7.84,
